batch_uuid,provider_name,recipient_bank_name,amount,transaction_status,last_update
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.369185+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.356+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.34247+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.329457+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.315536+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.301372+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.287674+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.274404+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.260295+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.247009+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.233734+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.220561+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.206397+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.190815+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.177279+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.157459+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.139206+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.119056+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.102221+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.090232+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.078484+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.066222+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.054183+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.042193+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.030043+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.016721+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:33.000702+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.986237+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.972192+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.958442+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.945191+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.931821+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.918166+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.904571+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.890943+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.876894+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.863453+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.849077+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.835853+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.822307+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.80864+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.794005+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.780607+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.766614+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.752876+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.738346+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.724535+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.710897+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.697307+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.682955+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.668524+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.654958+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.640659+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.626849+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.612135+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.598093+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.584128+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.570462+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.55403+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.539026+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.526335+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.512955+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.499214+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.485688+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.472039+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.449143+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.435168+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.421651+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.40831+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.39469+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.380972+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.366581+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.353439+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.340487+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.327159+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.31344+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.300133+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.285717+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.272393+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.257722+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.244679+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.231034+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.217032+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.203405+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.18944+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.173443+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.159983+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.146142+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.132387+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.118541+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.10496+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.090196+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.076655+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.062828+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.049208+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.035001+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.020694+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:32.006552+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.992+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.974039+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.961136+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.946951+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.933638+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.920156+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.906878+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.893586+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.880136+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.866859+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.853078+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.839011+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.824979+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.811053+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.797606+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.783797+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.770353+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.75668+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.743119+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.729468+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.716431+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.703174+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.689564+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.675526+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.661349+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.648298+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.634431+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.620541+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.607465+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.59441+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.58035+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.566406+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.552954+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.53934+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.525747+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.51202+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.496531+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.483231+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.469955+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.445562+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.432554+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.419419+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.406104+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.392729+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.379274+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.365901+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.352126+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.338827+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.325677+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.3125+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.299116+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.285902+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.271591+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.257684+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.243657+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.230212+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.21657+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.203535+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.190403+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.177022+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.163546+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.149057+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.135881+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.122116+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.108265+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.094534+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.080164+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.065399+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.051698+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.038329+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.024506+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:31.011163+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:30.997888+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:30.984356+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:30.971104+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:30.95764+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:30.944551+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:30.930796+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:30.91739+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:30.904175+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:30.890694+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:30.87735+00
QYcbTZj0BUSukxMennTUymLcJ1QoR6yRAcBs,ACH,Standard Chartered Bank,1.00,REJECTED,2019-07-26 08:44:30.864119+00
